Name,Salary,DOJ,Age,Gender,Dependents,HA,COLA,CPF,Gross Salary,Insurance,Marital Status,In Company Years,Year of Experience,Department,Position
NdvNadpT,91687.95,10/17/2017,40,Male,2,4944.205,21639.248540145974,13599.263824817515,104672.13971532846,Both,Married,6,19,IT,Software Engineer III
tLCFoCAd,132399.55,6/7/2021,48,Female,4,8919.045,31247.582360097316,19637.655883211675,152928.52147688565,Medical,Married,3,27,Sales,Sales Director
RHdtlakW,101834.69,7/28/2014,44,Female,2,12319.531,24033.977931873476,15104.240151824815,123083.95878004868,Medical,Married,9,23,Human Resources,ERP Head
ZzgDLHub,72502.53,5/13/2020,29,Male,0,6599.746999999999,17111.30270072992,10753.659924087591,85459.91977664233,None,Single,4,8,Marketing,Marketing Associate
gedPOHif,62724.32,5/12/2020,25,Female,0,6999.567999999999,14803.549975669095,9303.344397080293,75224.09357858881,Medical,Single,4,4,IT,Software Engineer II
ftIpDBiG,90532.41,3/17/2014,38,Other,1,5937.759,21366.529854014592,13427.87278248175,104408.82607153284,Life,Divorced,10,17,Marketing,Senior Marketing Executive
shImYPAX,133880.83,7/28/2002,48,Female,3,9574.917,31597.17885644768,19857.36106277372,155195.56479367393,Both,Married,21,27,Human Resources,HR Director
XLAnqikB,137318.33,3/1/2010,47,Female,1,9945.167,32408.462311435516,20367.21507737226,159304.74423406323,Life,Divorced,14,26,Finance,Account Director
lsKKxhsc,119183.52,11/4/2017,55,Male,3,12414.648,28128.47066,17677.438878832116,142049.1997781022,Medical,Married,6,34,Human Resources,Recruitment Manager
SijNQxti,110267.36,4/1/2001,60,Male,2,13704.264,26024.170121654493,16354.98361459854,133640.81050705595,Both,Widowed,23,39,Human Resources,Recruitment Manager
WXUPvjXI,47547.63,3/21/2016,28,Other,0,5704.237,11221.703430656931,7052.320011678831,57421.25042,Both,Single,8,7,Human Resources,HR Associate
UpYDNmeC,82813.61,1/17/2012,39,Other,2,5516.638999999999,19544.817931873476,12283.011351824816,95592.05558004866,None,Married,12,18,Human Resources,ERP Head
FgACTkcc,25115.51,1/23/2021,23,Male,0,6000.4490000000005,5927.504793187346,3725.161775182481,33318.30201800486,Both,Single,3,2,Human Resources,HR Intern
ZOSFDGQb,40915.51,3/24/2021,24,Other,0,6496.449,9656.458564476883,6068.636227737225,50999.78133673966,Medical,Single,3,3,Finance,Accounts Intern
GjqMejHQ,96912.65,1/21/2019,37,Male,4,6239.735000000001,22872.328588807777,14374.197430656932,111650.51615815084,Life,Married,5,16,Sales,Regional Sales Manager
WgfBOdxd,110576.86,8/19/2000,49,Other,3,13042.313999999998,26097.215133819944,16400.889016058394,133315.50011776155,Medical,Divorced,23,28,Human Resources,Recruitment Manager
WoclpZZH,147672.77,6/28/2016,50,Other,2,5468.723,34852.21092,21902.99771,166090.7062136253,None,Widowed,8,29,Marketing,Marketing Director
ONpBDoUd,78245.63,12/28/2008,44,Female,2,8484.436999999998,18466.73019,11605.483223357664,93591.31397128956,Both,Married,15,23,Marketing,Senior Marketing Executive
VVzkpSge,145736.61,9/13/2004,54,Other,4,7469.339,34395.25832116787,21615.824198540144,165985.3831226277,Medical,Married,19,33,Marketing,National Marketing Manager
eIsarApS,63308.63,7/5/2022,27,Female,0,10925.137,14941.452822384425,9390.009939,79785.20988369829,None,Single,2,6,Marketing,Marketing Representative
FLUnqPAD,113224.2,1/16/2003,54,Other,4,12983.58,26722.013138686125,16793.545576642333,136136.2475620438,Both,Married,21,33,Marketing,Marketing Director
MRzTuGpg,101169.89,7/9/2020,35,Other,4,12948.011,23877.07866180048,15005.636239416055,122989.34342238444,Medical,Married,4,14,Human Resources,ERP Head
TCQsPQgj,47078.42,6/22/2019,28,Other,0,8232.158,11110.965304136247,6982.726236496349,59438.817067639895,Both,Single,5,7,Sales,Sales Executive
AnnvBwUi,137162.9,10/3/2009,57,Female,3,4741.709999999999,32371.77931873478,20344.161518248173,153932.22780048658,Both,Married,14,36,Sales,National Sales Manager
AmvpGNYG,95197.52,7/1/2017,41,Male,4,7410.248,22467.541216545007,14119.80735,110955.50187055962,Life,Married,7,20,Human Resources,Senior HR
AyNJhMFe,51765.35,1/7/2023,27,Female,0,5580.465,12217.12639902676,7677.897167883211,61885.044231143554,Both,Single,1,6,IT,Software Engineer II
LooRsEix,96707.51,10/25/2010,38,Male,3,7408.249,22823.913552311427,14343.77082627737,112595.90172603403,Medical,Married,13,17,Marketing,Regional Marketing Manager
gjnxLuFD,114313.22,6/9/2022,53,Female,1,12211.678,26979.03245742092,16955.07029489051,136548.8601625304,Life,Widowed,2,32,Human Resources,Recruitment Manager
GuaaHSqN,120150.16,6/7/2013,58,Male,2,6108.983999999999,28356.607104622864,17820.812052554746,136794.93905206813,Both,Married,11,37,Human Resources,HR Director
bQJGzLJN,136772.95,12/15/1997,50,Other,2,10513.704999999998,32279.74732360097,20286.32367883212,159280.07864476883,Both,Married,26,29,Human Resources,HR Director
pAMAEYzR,123466.95,9/13/2014,49,Male,2,6868.305,29139.40182481751,18312.76222,141161.8946058394,None,Divorced,9,28,Finance,Account Director
OlweZSXt,104770.27,10/15/2009,38,Other,3,9967.972999999998,24726.803381995127,15539.648805839415,123925.39757615572,None,Married,14,17,Sales,Senior Executive
YXjrnoKi,80987.61,8/12/2008,41,Male,3,5510.239,19113.864160583937,12012.176899270073,93599.53626131389,Both,Married,15,20,Sales,Regional Sales Manager
YSAKzspW,58177.97,12/22/2022,30,Female,0,5821.203,13730.567128953768,8629.024455474453,69100.71567347931,None,Single,1,9,IT,Software Engineer II
OUjKtXFt,54724.23,8/21/2022,28,Male,0,6506.576999999999,12915.450875912406,8116.761705109489,66029.49617080292,Medical,Single,1,7,Marketing,Marketing Associate
lJLOcBNk,130853.67,9/24/2016,55,Other,2,10829.633,30882.739635036487,19408.36915620438,153157.6734788321,None,Married,7,34,Sales,Sales Director
YwuPuQCq,54914.48,1/27/2019,28,Female,0,6431.552,12960.351727493917,8144.979807,66161.40392019466,None,Single,5,7,Sales,Sales Representative
UpkdyaID,54274.4,4/26/2021,25,Female,3,6316.56,12809.286618004862,8050.042394160584,65350.20422384428,None,Married,3,4,Human Resources,HR Executive
ByfxshIg,63018.39,8/7/2021,30,Other,3,11658.161,14872.95335766423,9346.961202919709,80202.54315474453,Medical,Married,2,9,Human Resources,HR Associate
jFLBMGew,132975.74,6/18/2023,58,Male,2,8306.426,31383.56880778588,19723.11706,152942.61775085155,Life,Widowed,1,37,Marketing,Marketing Director
nhDuTwib,126219.63,11/24/2000,54,Male,4,10697.036999999998,29789.061094890505,18721.04293138686,147984.68516350366,Medical,Married,23,33,Finance,National Account Head
WIBjCHxx,115622.87,10/4/1998,52,Other,3,12059.713,27288.12260340632,17149.319112408757,137821.38649099757,Life,Married,25,31,Finance,National Account Head
xGHFHfDs,62437.67,8/9/2022,31,Male,1,7297.233,14735.897785888072,9260.828134306568,75209.97265158148,Life,Married,1,10,Sales,Sales Representative
lBYpLKcB,141056.78,9/11/2004,59,Male,4,4844.322,33290.77289537712,20921.70634744525,158270.16854793188,Life,Married,19,38,Sales,National Sales Manager
SSJcsdVv,75722.7,12/26/2023,40,Female,1,6969.73,17871.294160583937,11231.279299270072,89332.44486131385,Medical,Married,0,19,Finance,Regional Account Head
ptYxVBhj,119816.08,12/1/2020,54,Other,2,6605.392,28277.760973236003,17771.26091678832,136927.9720564477,Both,Married,3,33,Finance,National Account Head
nbdALnmj,59982.56,1/10/2014,30,Other,0,5928.744,14156.467931873474,8896.683351824815,71171.08858004866,Life,Single,10,9,Finance,Account Associate
GHPidzHi,67297.06,11/28/2019,27,Other,0,11127.294,15882.761119221406,9981.578534306567,84325.53658491484,None,Single,4,6,IT,Software Engineer II
KVSOvWme,134358.77,6/27/2000,48,Female,3,6941.123,31709.97734793186,19928.249681751822,153081.6207,None,Divorced,24,27,Human Resources,Recruitment Manager
eqJfYBPt,123232.23,5/23/1997,54,Female,1,8645.777,29084.005620437947,18277.948274452552,142684.06434598536,Both,Married,27,33,IT,Technical Lead
gXdPIIrs,135925.24,10/24/2001,50,Male,3,5228.476000000001,32079.679513381983,20160.590341605835,153072.80517177616,Both,Divorced,22,29,Sales,Sales Director
UsyNMbeP,73404.04,10/25/2019,28,Other,0,7663.596,17324.06783454987,10887.372940145984,87504.33089440389,Medical,Single,4,7,Finance,Account Executive
WpmpiyZI,122466.78,1/8/2023,50,Male,3,8462.322,28903.351970802916,18164.415836496348,141668.03813430658,Life,Married,1,29,IT,Technical Lead
DHfVxBhu,133586.15,1/6/2001,52,Female,3,10874.385,31527.63150851581,19813.65378102189,156174.51272749392,Both,Married,23,31,Marketing,National Marketing Manager
PTaWMInY,103693.76,3/2/2018,35,Male,3,12677.624,24472.73654501216,15379.979585401456,125464.1409596107,Life,Married,6,14,Sales,Senior Executive
qEhVaozD,97399.06,3/28/2011,40,Female,4,4530.093999999999,22987.12608272505,14446.342329927003,110469.93775279804,None,Married,13,19,Marketing,Regional Marketing Manager
bcPCXZew,84954.93,3/9/2022,39,Female,3,8786.507,20050.19029,12600.614435036494,101191.01285693428,Both,Divorced,2,18,Sales,Senior Executive
DHFSvidv,92305.74,1/5/2021,42,Male,3,8412.426,21785.052992700726,13690.895159124088,108812.32383357664,Medical,Married,3,21,Sales,Regional Sales Manager
yCqMHrqW,61100.1,11/12/2019,26,Male,0,7123.99,14420.21824817518,9062.43819,73581.87005839415,Both,Single,4,5,Human Resources,HR Associate
ohQFeVDP,120242.57,3/21/2002,51,Female,4,8336.742999999999,28378.416763990263,17834.518411678833,139123.21135231142,None,Married,22,30,Human Resources,Recruitment Manager
iDRGeIUA,144341.92,11/9/2023,50,Female,2,9291.807999999995,34066.09790754257,21408.96214890511,166290.86375863745,None,Married,0,29,Sales,National Sales Manager
BcYAOigH,91350.04,7/16/2010,46,Male,2,6817.996000000001,21559.498491484177,13549.14462,106178.38987250609,Medical,Widowed,14,25,Sales,Senior Executive
oyJneYqE,103989.18,2/3/2023,33,Other,2,8352.082,24542.458540145977,15423.796624817516,121459.92391532844,None,Divorced,1,12,IT,QA Lead
pLTFMyky,100418.33,3/4/2011,34,Other,3,8180.166999999999,23699.703187347925,14894.16398248175,117404.03620486616,Medical,Divorced,13,13,IT,Software Engineer III
TYqrkSkE,138911.23,6/23/2004,48,Female,4,4264.876999999999,32784.40221411191,20603.47586569343,155357.03334841848,Both,Married,20,27,Human Resources,Recruitment Manager
VaIQIsuM,50564.32,11/8/2022,26,Other,3,6153.567999999999,11933.671630170313,7499.758995620437,61151.80063454988,Medical,Married,1,5,IT,QA Engineer II
wZJZymgQ,124107.86,12/11/2018,47,Other,3,12255.214,29290.66282238442,18407.822738686133,147245.91408369827,None,Married,5,26,Marketing,Marketing Director
PaGGxEcb,71541.58,8/12/2023,30,Other,4,6378.842,16884.50914841849,10611.130697810218,84193.80045060827,Medical,Married,0,9,Sales,Sales Representative
cWgoxaTZ,100887.77,7/5/2003,44,Other,3,8361.222999999998,23810.49559610705,14963.791871532849,118095.6967245742,Medical,Married,21,23,Finance,Senior Account Executive
yIFksFMP,149387.17,12/13/1987,58,Other,1,4026.2829999999976,35256.82600973235,22157.27952116788,166512.99948856447,Medical,Married,36,37,Human Resources,HR Director
TVCvJgZH,54826.1,7/14/2023,31,Female,2,5008.389999999999,12939.493187347927,8131.871182481751,64642.112004866176,Medical,Married,1,10,Sales,Sales Executive
wuxXDqZI,43906.83,5/10/2021,24,Female,1,7472.317,10362.43919708029,6512.3123036496345,55229.27389343066,None,Married,3,3,Human Resources,HR Intern
iPLVTCqJ,97295.31,3/20/2004,43,Female,2,7288.468999999999,22962.640072992694,14430.954008759123,113115.46506423358,Both,Married,20,22,IT,QA Lead
lWUdluuL,78760.35,9/23/2022,32,Other,2,6133.964999999999,18588.20912408759,11681.82709489051,91800.69702919708,Both,Married,1,11,IT,Software Engineer III
tWDUzZiD,106050.44,12/22/2010,37,Female,3,8301.955999999998,25028.935961070554,15729.525115328466,123651.8068457421,Medical,Divorced,13,16,IT,Software Engineer III
QcEQLyys,91061.17,11/2/2019,36,Other,4,6327.883,21491.32236009732,13506.299083211676,105374.07627688564,Both,Married,4,15,Sales,Regional Sales Manager
yUtDYXaJ,80683.22,12/22/2018,39,Male,1,7096.678,19042.02515815085,11967.029418978102,94854.89373917277,None,Married,5,18,IT,QA Lead
LuQSBTdl,48188.38,5/19/2018,30,Other,1,6983.162,11372.926666666664,7147.356799999999,59397.111866666666,None,Married,6,9,Sales,Sales Executive
zgqJWSin,61899.7,4/15/2018,29,Female,4,8948.029999999999,14608.931630170311,9181.035795620435,76275.62583454986,Both,Married,6,8,Marketing,Marketing Representative
SaRLDSlo,146462.68,9/2/2005,60,Female,3,3440.732,34566.61790754257,21723.515748905105,162746.51415863744,Medical,Married,18,39,IT,Technical Lead
NhNDHSoK,103853.87,1/22/2011,42,Male,1,9456.613,24510.52406326033,15403.72728759124,122417.2797756691,Both,Married,13,21,Sales,Regional Sales Manager
kZCIvJuu,120386.44,2/26/1992,53,Female,3,10903.356,28412.371484184907,17855.857378102188,141846.3101060827,Both,Divorced,32,32,IT,IT Manager
QMgiMjkj,42782.57,12/18/2023,21,Male,0,6746.743,10097.102895377126,6345.560747445255,53280.85514793187,None,Single,0,0,Sales,Sales Development Representative
EWOvkgwA,120282.86,9/2/2004,54,Male,1,6192.714,28387.92559610705,17840.494271532843,137023.00532457422,Life,Widowed,19,33,Marketing,National Marketing Manager
cpdBPTOa,101756.31,8/21/2012,35,Female,1,9035.369,24015.47948905109,15092.61473868613,119714.54375036496,Medical,Married,11,14,IT,Software Engineer III
ztNZLFIm,92883.4,12/27/2009,44,Male,2,6741.66,21921.386374695856,13776.57436,107769.87200973235,None,Divorced,14,23,Finance,Regional Account Head
uJQmcvUR,105701.05,6/9/2019,37,Other,1,14133.895,24946.47652068126,15677.703182481751,129103.71833819951,Both,Married,5,16,Sales,Regional Sales Manager
bSXFdRGH,68159.23,12/7/2019,28,Female,4,9097.077,16086.24163017031,10109.456595620435,83233.09203454987,Medical,Married,4,7,IT,Software Engineer II
OnnNLFKZ,15332.27,12/10/2023,21,Other,0,6205.773,3618.564939172749,2274.100193,22882.50774647202,None,Single,0,0,Marketing,Marketing Intern
VIoRelID,145323.66,7/14/1997,48,Male,3,9103.633999999998,34297.79810218977,21554.57497226277,167170.5171,Medical,Divorced,27,27,Finance,Account Director
XPiUypaP,115875.91,7/8/2015,54,Other,1,7448.409,27347.84250608272,17186.850300729926,133485.3112053528,Both,Married,9,33,Marketing,National Marketing Manager
RpYBjZvm,110202.74,3/15/2015,56,Female,1,12665.726,26008.919172749385,16345.399100729925,132531.98607201944,Medical,Married,9,35,Sales,Sales Director
FBuApFys,94010.79,11/7/2007,43,Male,1,4534.921,22187.461386861305,13943.790166423356,106789.38222043795,Life,Married,16,22,Human Resources,ERP Head
dyzPyrkz,74560.15,8/16/2017,30,Male,0,6526.985000000001,17596.921046228705,11058.848525547442,87625.20752068126,Life,Single,6,9,Marketing,Marketing Representative
XXwpaOMk,82472.25,9/7/2023,32,Male,2,9162.775,19464.25364963503,12232.380437956204,98866.89821167882,Medical,Married,0,11,Marketing,Regional Marketing Manager
HHmTZKNr,94380.53,1/24/2014,42,Other,3,4887.947,22274.72362530413,13998.630435036495,107544.57019026764,Both,Divorced,10,21,Marketing,Senior Marketing Executive
qPIRzfCT,105249.41,1/13/2020,35,Male,2,14395.059,24839.885085158145,15610.715410218976,128873.63867493915,Both,Divorced,4,14,Human Resources,ERP Head
HMtoOVhr,23333.01,11/15/2023,22,Male,0,6195.6990000000005,5506.817445255472,3460.7792934306563,31574.747151824813,Life,Single,0,1,Finance,Account Representative
XhsBEzFu,81540.66,11/9/2013,37,Male,2,5471.933999999999,19244.38934306569,12094.205921167882,94162.77742,Both,Married,10,16,Finance,Regional Account Head
jqvdCGQD,61890.67,2/19/2023,30,Other,0,10709.933,14606.80046,9179.696455,78027.70700681265,Medical,Single,1,9,IT,QA Engineer II
mtNUwgyX,123673.94,1/13/1994,50,Female,2,9092.606,29188.25347931873,18343.463217518245,143611.3362618005,Both,Widowed,30,29,Marketing,National Marketing Manager
bkdbauXE,73884.08,4/28/2014,30,Male,0,9772.592,17437.361946472014,10958.57303357664,90135.46091289536,Life,Single,10,9,Human Resources,HR Associate
xVCOFIxT,121241.83,4/26/2021,52,Other,2,8401.817,28614.25184914841,17982.729821897807,140275.1690272506,Both,Married,3,31,Finance,National Account Head
DxNsboiw,102000.09,9/11/2022,35,Female,4,12719.991,24073.01394160583,15128.77247,123664.32246861311,Life,Married,1,14,IT,Software Engineer III
rtEoodgs,51483.24,9/25/2021,29,Male,2,6830.676,12150.545693430651,7636.054283211677,62828.40741021898,Medical,Married,2,8,Human Resources,HR Associate
LjrMqXCM,122645.16,12/18/2022,47,Female,2,8857.483999999999,28945.451386861307,18190.873366423355,142257.22202043794,Medical,Widowed,1,26,Human Resources,Recruitment Manager
BUXgwCdR,60985.05,10/19/2018,31,Female,1,9813.495,14393.06532846715,9045.373839,76146.23649,None,Married,5,10,Marketing,Marketing Representative
yptSadfL,142229.95,11/11/2009,49,Other,1,4065.004999999997,33567.65243309002,21095.712291970805,158766.89514111925,Medical,Married,14,28,Sales,National Sales Manager
wNezwwPH,135084.93,3/25/1998,50,Female,2,5757.507,31881.35817518247,20035.95458102189,152687.8405941606,Life,Divorced,26,29,Sales,Sales Director
sklamCAM,49402.3,2/16/2022,27,Other,0,5344.77,11659.423600973234,7327.406832116788,59079.08676885645,Life,Single,2,6,Human Resources,HR Associate
HobmLMFQ,110532.35,7/28/2023,55,Female,1,9043.765,26086.71034,16394.28724087591,129268.5380997567,None,Married,0,34,IT,Technical Lead
SGLoSUMZ,76037.41,1/18/2005,40,Female,3,8359.258999999998,17945.568783454983,11277.957454014597,91064.28032944036,Medical,Married,19,19,Marketing,Senior Marketing Executive
mRtmyzQr,87529.78,4/27/2010,39,Male,1,5219.021999999999,20657.879951338196,12982.519194160584,100424.1627571776,Both,Married,14,18,Marketing,Regional Marketing Manager
RXjkBsZX,38498.49,7/5/2023,21,Male,0,6748.151,9086.018321,5710.140998540145,48622.51832262773,Both,Single,1,0,Marketing,Marketing Development Representative
gRscqLiC,95092.2,12/13/2018,32,Other,3,7737.780000000001,22442.68467153284,14104.18616058394,111168.4785109489,Life,Married,5,11,Sales,Regional Sales Manager
ArvwaBso,136600,3/19/1998,51,Female,3,5109,32238.929440389285,20260.67153284671,153687.25790754255,Medical,Divorced,26,30,Finance,National Account Head
EAJKMXaE,71737.33,11/12/2022,30,Female,0,8132.267,16930.708053527975,10640.164566423357,86160.14048710464,Medical,Single,1,9,Finance,Account Associate
eGGPIgpz,116723.21,2/23/1996,54,Male,2,7694.678999999998,27547.81355231143,17312.52282627737,134653.17972603408,Both,Married,28,33,Marketing,National Marketing Manager
QBSJyAjh,135797.71,12/22/1998,53,Female,1,9742.229,32049.58119,20141.67494306569,157447.8452491484,Life,Married,25,32,Human Resources,Recruitment Manager
LrNpPlNV,100158.29,3/9/2011,35,Other,1,12783.171,23638.331216545004,14855.59455,121724.1976705596,None,Married,13,14,IT,Software Engineer III
QwVfdjpy,126206.78,8/2/1992,55,Male,2,7542.322,29786.028369829677,18719.13700437956,144815.99336545012,Life,Divorced,31,34,Finance,Account Director
PqrntBbu,97227.4,7/14/2008,46,Other,4,5483.26,22946.61265206812,14420.881518248172,111236.39113381993,Both,Married,16,25,IT,QA Lead
RTNoIfPe,56896.58,9/15/2021,29,Male,2,5272.342,13428.146618004865,8438.967194160583,67158.10142384429,Medical,Married,2,8,Marketing,Marketing Representative
CgxWPqoL,89515.57,5/24/2017,39,Male,4,8415.443,21126.545717761557,13277.053886131387,105780.50483163018,Life,Married,7,18,Human Resources,ERP Head
LXDbSdgb,137484.32,2/25/2005,47,Other,1,4645.567999999999,32447.63756690997,20391.83491,154185.69065888078,Medical,Divorced,19,26,Finance,Account Director
eBRYbQan,111585.44,11/27/2007,50,Other,4,13397.455999999998,26335.249829683693,16550.48277956204,134767.66305012166,Both,Married,16,29,Marketing,National Marketing Manager
zwwEhwJp,96631.92,10/1/2014,38,Other,3,3703.807999999999,22806.073576642328,14332.55922919708,108809.24234744524,Life,Divorced,9,17,Marketing,Senior Marketing Executive
TfvVlfpg,30210.81,12/6/2023,22,Male,0,9630.919,7130.045182,4480.902621897811,42490.87156058394,None,Single,0,1,IT,Software Engineer I
rQjXENDA,130095.57,6/3/1993,52,Male,4,8249.443,30703.82066,19295.926878832117,149752.9067781022,None,Married,31,31,IT,Technical Lead
hqXpEegG,107842.67,2/23/2010,35,Female,2,12560.733,25451.91968369829,15995.350762043794,129859.97192165448,Life,Married,14,14,Human Resources,Senior HR
dBOpAFcA,146897.11,4/6/2003,58,Male,2,5491.289000000001,34669.14761557176,21787.950913868608,165269.59570170313,Medical,Married,21,37,Sales,National Sales Manager
PJzbVXuh,78310.49,6/13/2007,44,Male,4,6906.950999999999,18482.037785888075,11615.10333430657,92084.37545158152,Both,Married,17,23,IT,QA Lead
KHcnWeMI,55692.81,12/7/2022,25,Female,0,6757.719,13144.045182481748,8260.422622,67334.15156058392,Both,Single,1,4,IT,Software Engineer II
RRGZkNeh,58527.97,3/4/2022,26,Other,0,5680.203,13813.170535279802,8680.936864233576,69340.40667104622,Medical,Single,2,5,Human Resources,HR Associate
GUKpSKqZ,51599.12,8/2/2019,27,Female,1,7437.088,12177.894501216542,7653.241740145985,63560.860761070566,None,Married,4,6,Human Resources,HR Associate
NUCDhmNp,113516.55,6/28/1999,56,Other,4,12681.345,26791.01058,16836.907270072992,136151.99831386862,Medical,Married,25,35,Marketing,National Marketing Manager
FfEDnBtV,96726.28,9/21/2023,32,Male,1,5391.371999999999,22828.34345498783,14346.55481459854,110599.4406403893,Medical,Married,0,11,Sales,Senior Executive
KWiquJDL,74155.11,5/4/2018,29,Female,0,9479.489,17501.327664233573,10998.772519708027,90137.15414452554,Life,Single,6,8,Finance,Account Executive
WOSLHwsi,103232.18,1/12/2024,40,Other,4,12584.782,24363.799172749383,15311.517500729924,124869.24367201948,Medical,Married,0,19,IT,QA Lead
pKwJDHga,77568.39,6/2/2023,35,Other,1,8797.161,18306.894963503644,11505.034195620436,93167.41177,None,Married,1,14,Sales,Regional Sales Manager
CJcXspUc,87002.56,12/16/2019,34,Female,1,8757.744,20533.450900243304,12904.321308029195,103389.43359221412,Medical,Married,4,13,IT,Software Engineer III
wWrngMod,144338.76,10/24/2018,53,Other,3,8005.123999999998,34065.352116788315,21408.49345,165000.74266277376,Medical,Married,5,32,Finance,National Account Head
QLJHgwLj,53419.95,6/22/2019,27,Other,0,6186.005,12607.628102189778,7923.309372262772,64290.27373,None,Single,5,6,IT,QA Engineer II
UVpEBhhe,98802.82,4/13/2011,34,Female,3,3433.717999999999,23318.427104622868,14654.549652554744,110900.41545206812,Life,Married,13,13,Sales,Senior Executive
oNxRXLjY,106513.81,3/9/2022,36,Female,2,9512.619,25138.29579075425,15798.25269489051,125366.47209586376,Medical,Married,2,15,IT,Software Engineer III
NIlNRLTs,141034.65,7/14/1996,51,Female,2,10825.535,33285.54999999999,20918.423999999995,164227.311,Medical,Married,28,30,Sales,National Sales Manager
cTNeaAgO,99308.51,4/7/2010,40,Female,4,3209.1489999999994,23437.77486618004,14729.554183941604,111225.87968223845,Life,Married,14,19,IT,Software Engineer III
CGbWEqUn,79896.94,4/1/2023,40,Male,4,7025.306,18856.45542579075,11850.407451094889,93928.29397469587,Life,Married,1,19,Marketing,Senior Marketing Executive
HJALumSt,77654.83,11/1/2012,34,Female,2,8651.517,18327.29564476885,11517.855077372262,93115.78757,Medical,Divorced,11,13,Finance,Regional Account Head
tWQutApW,138890.12,2/15/2019,51,Other,2,5539.987999999999,32779.42004866179,20600.344805839413,156609.1832428224,Life,Divorced,5,30,Finance,National Account Head
bXMTzEtI,98335.92,7/27/2023,37,Other,3,3381.4079999999994,23208.234160583936,14585.298499270071,110340.26366131386,None,Married,0,16,Sales,Regional Sales Manager
zvooRGSR,78820.79,4/16/2012,34,Male,1,6649.921,18602.47355231143,11690.79162627737,92382.39292603408,Medical,Married,12,13,Finance,Regional Account Head
TWWhwmzQ,45424.23,6/13/2024,28,Other,0,7642.576999999999,10720.56036,6737.374844,57049.99252116788,Both,Single,0,7,Finance,Account Executive
wOxLjdxs,140253.31,1/21/1991,57,Female,4,10602.669,33101.14615571775,20802.53473868613,163154.5904170316,Medical,Married,33,36,IT,Technical Lead
hcqMGviO,21338.33,5/17/2024,22,Male,0,7433.166999999999,5036.053552311435,3164.9260262773723,30642.62452603407,None,Single,0,1,Sales,Business Development Representative
alzmWHYb,68273.46,1/8/2021,30,Female,1,7247.653999999999,16113.201021897808,10126.399322627738,81507.91569927007,Life,Married,3,9,Marketing,Marketing Associate
QzBfAbZJ,112874.67,1/25/2009,54,Female,4,9191.533,26639.52066,16741.702878832115,131964.02077810216,Both,Married,15,33,Marketing,National Marketing Manager
sAmneMUV,141260.76,11/25/2006,47,Male,1,6086.923999999999,33338.91416058393,20951.96089927007,159734.63726131385,None,Widowed,17,26,Finance,National Account Head
LEpeltrR,84728.18,7/8/2013,35,Female,2,5619.182000000001,19996.675085158146,12566.982610218976,97777.05447493916,Both,Married,11,14,Marketing,Regional Marketing Manager
VyVcveSI,83514.94,3/9/2020,33,Female,3,9491.506,19710.33863746958,12387.03343649635,100329.75120097325,Life,Married,4,12,IT,QA Lead
sdJrgENw,137754.04,5/1/2000,51,Other,3,8845.595999999998,32511.29411192213,20431.840093430656,158679.09001849146,Life,Divorced,24,30,Finance,Account Director
RzBXMNNL,84401.08,2/25/2018,44,Male,1,7179.892,19919.47630170316,12518.466756204378,98981.98155,Both,Married,6,23,Finance,Senior Account Executive
fZlpfIth,120851.86,6/28/2023,48,Other,3,7936.8139999999985,28522.215133819944,17924.889016058394,139386.00011776155,Medical,Married,1,27,Sales,National Sales Manager
tdpUAGwI,138742.41,9/22/1993,53,Male,4,9460.758999999998,32744.55905109488,20578.436286131386,160369.29176496348,Both,Married,30,32,Human Resources,HR Director
AWDcuBSt,16590.67,5/6/2022,23,Other,0,6157.933,3915.5595863746944,2460.747550364963,24203.41503600973,Medical,Single,2,2,IT,Software Engineer I
SzIXUnbK,71958.44,11/26/2023,30,Female,2,6220.155999999999,16982.892165450117,10672.959859854014,84488.52831,Both,Married,0,9,Marketing,Marketing Associate
ZtpADZJb,147522.45,12/6/2018,52,Other,2,5811.754999999997,34816.73394160583,21880.702072992703,166270.23686861317,Life,Married,5,31,Finance,Account Director
cLngdQcm,139197.19,11/6/2010,51,Female,2,9950.281,32851.89155717761,20645.889786861317,161353.4727703163,None,Widowed,13,30,Sales,National Sales Manager
xKqTQMPh,92639.79,11/15/2006,39,Other,1,4694.021000000001,21863.89204379561,13740.441845255473,105457.26119854012,Life,Divorced,17,18,Human Resources,ERP Head
shiyHSuV,54364.36,4/6/2024,25,Other,0,6663.563999999999,12830.518053527978,8063.385366423357,65795.05668710462,Life,Single,0,4,Human Resources,HR Executive
WfFjjloF,107463.63,5/24/2006,39,Other,4,7743.636999999999,25362.46255474452,15939.131106569344,124630.59844817518,Medical,Married,18,18,Human Resources,Senior HR
ZKhIwSxT,106115.38,7/19/2002,42,Male,2,12648.462,25044.262433090014,15739.15709,128068.94734111922,Both,Married,21,21,Sales,Senior Executive
RPitSTok,147588.77,6/16/1995,54,Other,2,7777.123,34832.38610705595,21890.538732846715,168307.7403742092,Medical,Married,29,33,IT,IT Manager
npZqRyDN,108145.39,4/19/2003,43,Other,1,12273.461,25523.364549878337,16040.250545985398,129901.96500389294,Medical,Married,21,22,Marketing,Regional Marketing Manager
